ApsimVersion = 7.10 r0
precision = 8
Title = Sorghum_HE8_T2
           Date            Das    day_of_year          Stage        Biomass        GreenWt      BiomassWt    RootGreenWt    LeafGreenWt    StemGreenWt  RachisGreenWt   GrainGreenWt      biomass_n         GreenN     RootGreenN     LeafGreenN     StemGreenN   RachisGreenN    GrainGreenN GrainGreenNConc        GrainNo      GrainSize             HI         LeafNo            LAI           SLAI            ESW            NO3            SLN        WaterSD           sw()           TPLA           SPLA   dlt_dm_green      sw_supply       radn_int   DeltaGreenWt       DeltaLAI DeltaGreenN(1) DeltaGreenN(2) DeltaGreenN(3) DeltaGreenN(4) DeltaGreenN(5) DeltaLeafGreenN      DeltaSLAI        DeltaTT     SenescedWt      SenescedN  RootSenescedN RootSenescedWt LeafSenescedWt  LeafSenescedN         RLV(1)         RLV(2)         RLV(3)         RLV(4)         RLV(5)         RLV(6)         RLV(7)         RLV(8)         RLV(9)        RLV(10)      RootDepth RootProportion(1) RootProportion(2) RootProportion(3) RootProportion(4) RootProportion(5) RootProportion(6) RootProportion(7) RootProportion(8) RootProportion(9) RootProportion(10) sum(sw_uptake) n_total_uptake  n_supply_soil   n_cum_uptake      sw_demand  sw_deficit(1)  sw_deficit(2)  sw_deficit(3)  sw_deficit(4)  sw_deficit(5)  sw_deficit(6)  sw_deficit(7)  sw_deficit(8)  sw_deficit(9) sw_deficit(10)     root_depth         no3(1)         no3(2)         no3(3)         no3(4)         no3(5)         no3(6)         no3(7)         no3(8)         no3(9)        no3(10)          sw(1)          sw(2)          sw(3)          sw(4)          sw(5)          sw(6)          sw(7)          sw(8)          sw(9)         sw(10)   sw_uptake(1)   sw_uptake(2)   sw_uptake(3)   sw_uptake(4)   sw_uptake(5)   sw_uptake(6)   sw_uptake(7)   sw_uptake(8)   sw_uptake(9)  sw_uptake(10)     n_sd_ratio     no3_demand            esw    swdef_pheno    swdef_photo    swdef_expan    nfact_pheno    nfact_expan      sw_dep(1)      sw_dep(2)      sw_dep(3)      sw_dep(4)      sw_dep(5)      sw_dep(6)      sw_dep(7)      sw_dep(8)      sw_dep(9)     sw_dep(10) n_diffusion_uptake n_massflow_uptake    cover_green      cover_tot      DeltaTTFM          st(1)          st(2)          st(3)          st(4)          st(5)          st(6)          st(7)          st(8)          st(9)         st(10) GrainTempFactor
   (dd/mm/yyyy)         (days)             ()             ()        (kg/ha)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)             (%)   (grains/m^2)  (g/1000grain)             ()       (leaves)        (m2/m2)        (m2/m2)           (mm)        (kg/ha)      (g(N)/m2)             ()        (mm/mm)           (m2)           (m2)        (g/m^2)           (mm)             ()        (g/m^2)        (m2/m2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)         (g/m^2)        (m2/m2)          (oCd)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)       (mm/mm3)       (mm/mm3)       (mm/mm3)       (mm/mm3)       (mm/mm3)       (mm/mm3)       (mm/mm3)       (mm/mm3)       (mm/mm3)       (mm/mm3)           (mm)             (0-1)             (0-1)             (0-1)             (0-1)             (0-1)             (0-1)             (0-1)             (0-1)             (0-1)              (0-1)           (mm)        (g/m^2)        (g/m^2)        (g/m^2)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)             ()        (g/m^2)           (mm)             ()             ()             ()             ()             ()           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)            (g/m^2)           (g/m^2)             ()             ()          (oCd)           (oC)           (oC)           (oC)           (oC)           (oC)           (oC)           (oC)           (oC)           (oC)           (oC)              ()
     25/11/1997              0            329     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000      0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000    64.95631400   144.34997600     0.00000000     1.00000000     3.29149400     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000      0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000         0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000    34.66195300     9.22994300    24.73802000     7.85492100     6.45061500     9.95596300    11.75033000    14.24578200     9.13361200    16.32883600     0.28284100     0.37857300     0.36695300     0.30617600     0.29006600     0.31896600     0.33000500     0.33909500     0.33463000     0.34418900     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000    64.95631400     1.00000000     1.00000000     1.00000000     1.00000000     1.00000000    28.28406000    37.85726900    73.39065600    61.23518400    58.01315300    63.79328900    66.00109900    67.81890100    66.92600300    68.83779900         0.00000000        0.00000000     0.00000000     0.00000000     0.00000000    24.08531600    23.39116500    22.13740000    21.05201700    20.12119300    19.33076900    18.66660900    18.11489700    17.66234600    17.29637500      1.00000000
     26/11/1997              0            330     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000      0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000    62.56409500   187.32688900     0.00000000     1.00000000     3.27326200     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000      0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000         0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000    77.75652300     9.14827900    24.75933600     7.90991200     6.49467000     9.99922800    11.75043400    14.16389200     9.13720400    16.20741100     0.27261400     0.37625300     0.36687900     0.30635100     0.29013200     0.31893300     0.33000800     0.33636400     0.33215100     0.34357800     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000    62.56409500     1.00000000     1.00000000     1.00000000     1.00000000     1.00000000    27.26140400    37.62528600    73.37587000    61.27019900    58.02632900    63.78659800    66.00159500    67.27273600    66.43016800    68.71550800         0.00000000        0.00000000     0.00000000     0.00000000     0.00000000    25.74019400    24.93301800    23.47580500    22.21438000    21.13178100    20.21091700    19.43494000    18.78753700    18.25316800    17.81723400      1.00000000
     27/11/1997              1            331     1.99900000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000      0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000    60.34767900   187.23728900     0.00000000     1.00000000     3.25632900     0.00000000     0.00000000     0.00000000     0.00030400     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000      0.00000000     0.00000000    10.97063500     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000    15.00000000        0.00779400        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000         0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000    15.68780100     4.59575700    18.64382200    30.69498400    27.96047200    16.22006600     7.99831400    -0.89082300    -1.96839100    -2.49137100    15.00000000    77.85150900     9.02161000    24.76157400     7.95554600     6.53235600    10.03692400    11.75045300    14.11500100     9.13058900    16.08173200     0.26312200     0.37404200     0.36678100     0.30652500     0.29019800     0.31890000     0.33000800     0.33445400     0.32984200     0.34245700    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000     0.00000000     0.00000000    60.34767900     0.95675200     1.00000000     1.00000000     0.00000000     1.00000000    26.31219900    37.40424300    73.35617800    61.30501600    58.03952800    63.77993400    66.00168600    66.89082300    65.96839100    68.49137100         0.00000000        0.00000000     0.00000000     0.00000000    17.80000000    27.50733000    26.57580400    24.89535300    23.44141800    22.19339600    21.13081700    20.23372800    19.48300000    18.86055200    18.34952500      1.00000000
     28/11/1997              2            332     2.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000      0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000   119.22594500   186.84654200     0.00000000     1.00000000     3.64727300     0.00000000     0.00000000     0.00000000     0.00137000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000      0.00000000     0.00000000    11.57897400     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000    42.00000000        0.06110700        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000         0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     2.66298700    -1.68986100    -2.55387100    11.45723700    27.87290200    16.22662700     7.99831400    -0.62357300    -1.56494900    -2.21344800    42.00000000    37.91614900    25.24384500    39.92631500    16.15754500     6.57967300    10.07704600    11.75045300    14.09787200     9.13033900    15.96730300     0.39337000     0.43689900     0.47276900     0.40271400     0.29063500     0.31886700     0.33000800     0.33311800     0.32782500     0.34106700    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000     0.00000000     0.00000000   119.22594500     1.00000000     1.00000000     1.00000000     0.00000000     1.00000000    39.33701300    43.68986100    94.55387100    80.54276300    58.12709800    63.77337300    66.00168600    66.62357300    65.56494900    68.21344800         0.00000000        0.00000000     0.00000000     0.00000000    17.80000000    30.08579300    29.40166900    28.11540000    26.93375600    25.85108600    24.86172900    23.96006200    23.14053000    22.39768800    21.72623100      1.00000000
     29/11/1997              3            333     3.00000000    20.00000000     2.99800000     2.00000000     0.99800000     1.00000000     1.00000000     0.00000000     0.00000000     0.03550000     0.05546000     0.01996000     0.00300000     0.03250000     0.00000000     0.00000000      0.00000000     0.00000000     0.00000000     0.00000000     1.00000000     0.00200000     0.00000000   114.61130500   186.29406700     1.50000000     1.00000000     3.60270000     2.00000000     0.00000000     0.00000000     0.02403600     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.02250000     0.00000000     0.00000000      0.00000000     0.00000000    13.66468900     0.00200000     0.00004000     0.00004000     0.00200000     0.00000000     0.00000000     0.23809500     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000    69.00000000        0.16492600        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000         0.00000000     0.00000000     0.02250000     0.02250000     0.02250000     0.00000000     6.02098800    -0.74798200    -1.92084500    10.40559400    27.77811800    16.23307400     7.99831400    -0.43650100    -1.22641800    -1.91733600    69.00000000    38.05537000    24.56820900    39.52163300    16.59767000     6.61875100    10.10461100    11.75045300    14.09117700     9.12671300    15.85947900     0.35979000     0.42748000     0.46960400     0.40797200     0.29110900     0.31883500     0.33000800     0.33218200     0.32613200     0.33958700    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000     0.50000000     0.04500000   114.61130500     1.00000000     1.00000000     1.00000000     1.00000000     1.00000000    35.97901200    42.74798200    93.92084500    81.59440600    58.22188200    63.76692600    66.00168600    66.43650100    65.22641800    67.91733600         0.02250000        0.00000000     0.00080000     0.00080000    17.80000000    31.73984900    30.97750500    29.54532800    28.23095700    27.02775400    25.92910600    24.92849000    24.01949500    23.19586900    22.45154200      1.00000000
     30/11/1997              4            334     3.14677000    20.24921700     3.04584700     2.02492000     1.02092600     1.02448100     1.00044100     0.00000000     0.00000000     0.04822500     0.06814500     0.01992000     0.00787500     0.04035000     0.00000000     0.00000000      0.00000000     0.00000000     0.00000000     0.00000000     1.33328500     0.00673600     0.00000000   111.47466300   185.94331400     1.16903700     1.00000000     3.57369800     6.73598300     0.00000000     0.04984300     0.09050000     0.01999200     0.02492200     0.00473600     0.00000000     0.00487500     0.00785000     0.00000000     0.00000000      0.00487500     0.00000000    13.44492500     0.00399600     0.00008000     0.00008000     0.00399600     0.00000000     0.00000000     0.14492800     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000    96.00000000        0.31925200        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000         0.00000000     0.00623900     0.01272500     0.01272500     0.03522500     0.00623900     8.03911600    -0.10867700    -1.30217700     9.65639500    27.67792900    16.23939900     7.99831400    -0.30555000    -0.95015700    -1.62718200    96.00000000    38.30230300    24.12908200    39.13606300    16.88287700     6.65127800    10.12208900    11.75045300    14.08855600     9.12013700    15.76048700     0.33954600     0.42108700     0.46651100     0.41171800     0.29161000     0.31880300     0.33000800     0.33152800     0.32475100     0.33813600     0.00623900    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000     0.51426500     0.02474400   111.47466300     1.00000000     1.00000000     1.00000000     1.00000000     1.00000000    33.95464700    42.10867700    93.30217700    82.34360500    58.32207100    63.76060100    66.00168600    66.30555000    64.95015700    67.62718200         0.01201900        0.00070600     0.00269100     0.00269100    17.80000000    32.06691400    31.28108600    29.80576500    28.45306600    27.21599400    26.08758500    25.06097400    24.12941700    23.28633500    22.52535200      1.00000000
     01/12/1997              5            335     3.27368700    21.17209500     3.22838100     2.11721000     1.11117200     1.11390700     1.00330200     0.00000000     0.00000000     0.05614900     0.07602900     0.01988000     0.01105100     0.04509800     0.00000000     0.00000000      0.00000000     0.00000000     0.00000000     0.00000000     1.66121000     0.00952800     0.00000000   108.92588800   185.73808300     1.15983300     1.00000000     3.55095700     9.52794700     0.00000000     0.18457600     0.21044500     0.07534100     0.09228800     0.00279200     0.00000000     0.00317600     0.00474800     0.00000000     0.00000000      0.00317600     0.00000000    12.69166800     0.00603800     0.00012000     0.00012000     0.00603800     0.00000000     0.00000000     0.10416700     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000   123.00000000        0.44951500        0.04777600        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000         0.00000000     0.02356200     0.00792400     0.00792400     0.04314900     0.02356200     9.59072100     0.32185000    -0.75305200     9.17224900    27.57413900    16.24559800     7.99831400    -0.21388200    -0.72927100    -1.35781100   123.00000000    38.60529300    23.83206600    38.80407000    17.06211900     6.67856600    10.13236800    11.75045300    14.08813600     9.11249100    15.67252700     0.32385700     0.41678200     0.46376500     0.41413900     0.29212900     0.31877200     0.33000800     0.33106900     0.32364600     0.33678900     0.02356200    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000     0.60787400     0.01303600   108.92588800     1.00000000     1.00000000     1.00000000     1.00000000     1.00000000    32.38571500    41.67815000    92.75305200    82.82775100    58.42586100    63.75440200    66.00168600    66.21388200    64.72927100    67.35781100         0.00511200        0.00281200     0.00380400     0.00380400    17.80000000    32.06616200    31.27158400    29.78064500    28.41472400    27.16666200    26.02933500    24.99569300    24.05882300    23.21196600    22.44857200      1.00000000
     02/12/1997              6            336     3.39474200    22.52179200     3.49609800     2.25218000     1.24391900     1.24249000     1.00968900     0.00000000     0.00000000     0.06242600     0.08226700     0.01984000     0.01518400     0.04724300     0.00000000     0.00000000      0.00000000     0.00000000     0.00000000     0.00000000     1.97076300     0.01282200     0.00000000   106.73495500   185.63580300     1.18419900     1.00000000     3.53286800    12.82177100     0.00000000     0.26993900     0.28200900     0.11031400     0.13497000     0.00329400     0.00000000     0.00413300     0.00214500     0.00000000     0.00000000      0.00413300     0.00000000    12.10549600     0.00826000     0.00016000     0.00016000     0.00826000     0.00000000     0.00000000     0.08130100     0.08130100     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000   150.00000000        0.56568500        0.16583100        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000         0.00000000     0.04561700     0.00627700     0.00627700     0.04942600     0.04561700    10.90175600     0.41557700    -0.07949800     8.88394200    27.46819700    16.25166700     7.99831400    -0.14971900    -0.55540500    -1.11708800   150.00000000    38.92380100    23.69039500    38.47740600    17.16305200     6.70160700    10.13747500    11.75045300    14.08953500     9.10539000    15.59668600     0.31055000     0.41582100     0.46039700     0.41558000     0.29265900     0.31874200     0.33000800     0.33074900     0.32277700     0.33558500     0.04325500     0.00236200    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000     0.89703100     0.00699800   106.73495500     1.00000000     1.00000000     1.00000000     1.00000000     1.00000000    31.05498900    41.58206200    92.07949800    83.11605800    58.53180300    63.74833300    66.00168600    66.14971900    64.55540500    67.11708800         0.00072100        0.00555700     0.00511600     0.00511600    17.80000000    32.52897600    31.70801900    30.16818600    28.75822300    27.47062700    26.29792000    25.23273100    24.26781500    23.39610900    22.61076500      1.00000000
     03/12/1997              7            337     3.50264300    24.40499700     3.87025100     2.44050000     1.42975200     1.41850500     1.02199400     0.00000000     0.00000000     0.06975500     0.08955600     0.01980100     0.02001700     0.04973800     0.00000000     0.00000000      0.00000000     0.00000000     0.00000000     0.00000000     2.26601900     0.01668100     0.00000000   104.79725600   185.54826400     1.20000000     1.00000000     3.51678500    16.68066000     0.00000000     0.37664100     0.40056800     0.15346700     0.18832000     0.00385900     0.00000000     0.00483300     0.00249500     0.00000000     0.00000000      0.00483300     0.00000000    10.79009400     0.01074800     0.00019900     0.00019900     0.01074800     0.00000000     0.00000000     0.06666700     0.06666700     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000   177.00000000        0.67916400        0.33945400        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000         0.00000000     0.06610700     0.00732900     0.00732900     0.05675500     0.06610700    12.05070300     0.52518800     0.36505100     8.80935700    27.36178200    16.25760700     7.99831400    -0.10480500    -0.42022700    -0.90802800   177.00000000    39.23368500    23.54707100    38.26032300    17.17924900     6.71530000    10.13891900    11.75045300    14.09178500     9.09902800    15.53246200     0.29901300     0.41456700     0.45817500     0.41595300     0.29319100     0.31871200     0.33000800     0.33052400     0.32210100     0.33454000     0.04802800     0.01808000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000     1.00000000     0.00483300   104.79725600     1.00000000     1.00000000     1.00000000     1.00000000     1.00000000    29.90127000    41.45673400    91.63494900    83.19064300    58.63821800    63.74239300    66.00168600    66.10480500    64.42022700    66.90802800         0.00000000        0.00732900     0.00665000     0.00665000    17.80000000    32.57028600    31.74072800    30.18533300    28.76190200    27.46280100    26.28042000    25.20723700    24.23586300    23.35908900    22.56992100      1.00000000
     04/12/1997              8            338     3.62664300    26.44851600     4.27609600     2.64485000     1.63124400     1.60556700     1.03928400     0.00000000     0.00000000     0.07368100     0.09344300     0.01976100     0.02412500     0.04955700     0.00000000     0.00000000      0.00000000     0.00000000     0.00000000     0.00000000     2.52919200     0.02078800     0.00000000   103.10465200   185.51283300     1.16048000     1.00000000     3.50271000    20.78847200     0.00000000     0.40870400     0.64353700     0.16625100     0.20435200     0.00410800     0.00000000     0.00410800     0.00000000     0.00000000     0.00000000      0.00410800     0.00000000    12.40000100     0.01360800     0.00023900     0.00023900     0.01360800     0.00000000     0.00000000     0.05649700     0.05649700     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000   204.00000000        0.79111100        0.55304200        0.00228000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000         0.00000000     0.03105500     0.00392600     0.00392600     0.06068100     0.03105500    13.07742100     0.65590700     0.76403000     8.76835600    27.25516100    16.26341200     7.99831400    -0.07336400    -0.31617000    -0.73046900   204.00000000    39.56884000    23.40771900    38.06928300    17.18649500     6.72586300    10.13742700    11.75045300    14.09435700     9.09348000    15.47892100     0.28908100     0.41327500     0.45618000     0.41615800     0.29372400     0.31868300     0.33000800     0.33036700     0.32158100     0.33365200     0.01450500     0.01654900    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000     0.79651000     0.00492900   103.10465200     1.00000000     1.00000000     1.00000000     1.00000000     1.00000000    28.90807300    41.32754500    91.23597000    83.23164400    58.74483900    63.73658800    66.00168600    66.07336400    64.31617000    66.73046900         0.00100300        0.00292300     0.00828100     0.00828100    17.70000100    32.04631800    31.23231700    29.70662700    28.31120300    27.03858900    25.88133600    24.83203900    23.88340400    23.02829700    22.25978500      1.00000000
