ApsimVersion = 7.10 r0
precision = 8
Title = Sorghum_HE3_T1
           Date            Das    day_of_year          Stage        Biomass        GreenWt      BiomassWt    RootGreenWt    LeafGreenWt    StemGreenWt  RachisGreenWt   GrainGreenWt      biomass_n         GreenN     RootGreenN     LeafGreenN     StemGreenN   RachisGreenN    GrainGreenN GrainGreenNConc        GrainNo      GrainSize             HI         LeafNo            LAI           SLAI            ESW            NO3            SLN        WaterSD           sw()           TPLA           SPLA   dlt_dm_green      sw_supply       radn_int   DeltaGreenWt       DeltaLAI DeltaGreenN(1) DeltaGreenN(2) DeltaGreenN(3) DeltaGreenN(4) DeltaGreenN(5) DeltaLeafGreenN      DeltaSLAI        DeltaTT     SenescedWt      SenescedN  RootSenescedN RootSenescedWt LeafSenescedWt  LeafSenescedN         RLV(1)         RLV(2)         RLV(3)         RLV(4)         RLV(5)         RLV(6)         RLV(7)         RLV(8)         RLV(9)        RLV(10)      RootDepth RootProportion(1) RootProportion(2) RootProportion(3) RootProportion(4) RootProportion(5) RootProportion(6) RootProportion(7) RootProportion(8) RootProportion(9) RootProportion(10) sum(sw_uptake) n_total_uptake  n_supply_soil   n_cum_uptake      sw_demand  sw_deficit(1)  sw_deficit(2)  sw_deficit(3)  sw_deficit(4)  sw_deficit(5)  sw_deficit(6)  sw_deficit(7)  sw_deficit(8)  sw_deficit(9) sw_deficit(10)     root_depth         no3(1)         no3(2)         no3(3)         no3(4)         no3(5)         no3(6)         no3(7)         no3(8)         no3(9)        no3(10)          sw(1)          sw(2)          sw(3)          sw(4)          sw(5)          sw(6)          sw(7)          sw(8)          sw(9)         sw(10)   sw_uptake(1)   sw_uptake(2)   sw_uptake(3)   sw_uptake(4)   sw_uptake(5)   sw_uptake(6)   sw_uptake(7)   sw_uptake(8)   sw_uptake(9)  sw_uptake(10)     n_sd_ratio     no3_demand            esw    swdef_pheno    swdef_photo    swdef_expan    nfact_pheno    nfact_expan      sw_dep(1)      sw_dep(2)      sw_dep(3)      sw_dep(4)      sw_dep(5)      sw_dep(6)      sw_dep(7)      sw_dep(8)      sw_dep(9)     sw_dep(10) n_diffusion_uptake n_massflow_uptake    cover_green      cover_tot      DeltaTTFM          st(1)          st(2)          st(3)          st(4)          st(5)          st(6)          st(7)          st(8)          st(9)         st(10) GrainTempFactor
   (dd/mm/yyyy)         (days)             ()             ()        (kg/ha)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)             (%)   (grains/m^2)  (g/1000grain)             ()       (leaves)        (m2/m2)        (m2/m2)           (mm)        (kg/ha)      (g(N)/m2)             ()        (mm/mm)           (m2)           (m2)        (g/m^2)           (mm)             ()        (g/m^2)        (m2/m2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)         (g/m^2)        (m2/m2)          (oCd)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)        (g/m^2)       (mm/mm3)       (mm/mm3)       (mm/mm3)       (mm/mm3)       (mm/mm3)       (mm/mm3)       (mm/mm3)       (mm/mm3)       (mm/mm3)       (mm/mm3)           (mm)             (0-1)             (0-1)             (0-1)             (0-1)             (0-1)             (0-1)             (0-1)             (0-1)             (0-1)              (0-1)           (mm)        (g/m^2)        (g/m^2)        (g/m^2)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)        (mm/mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)             ()        (g/m^2)           (mm)             ()             ()             ()             ()             ()           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)           (mm)            (g/m^2)           (g/m^2)             ()             ()          (oCd)           (oC)           (oC)           (oC)           (oC)           (oC)           (oC)           (oC)           (oC)           (oC)           (oC)              ()
     09/01/1997              1              9     1.99900000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000      0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000   123.30795300    88.10940600     0.00000000     1.00000000     3.67427000     0.00000000     0.00000000     0.00000000     0.00141100     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000      0.00000000     0.00000000    11.20000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000    15.00000000        0.00779400        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000         0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     2.15413700    -1.50019500    14.56623100    11.87681600    16.14034300     9.79730200     2.20140800     0.00000000    -0.27999900    -2.46399700    15.00000000    13.30443000     5.33411200     4.06715500     2.43867400     2.57081400     8.83675600    12.24303300    12.71400000    14.07933600    12.52109900     0.39845900     0.43500200     0.38716900     0.40061600     0.34929800     0.35101300     0.35899300     0.33000000     0.32140000     0.34232000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000     0.00000000     0.00000000   123.30795300     1.00000000     1.00000000     1.00000000     0.00000000     1.00000000    39.84586300    43.50019500    77.43376900    80.12318400    69.85965700    70.20269800    71.79859200    66.00000000    64.27999900    68.46399700         0.00000000        0.00000000     0.00000000     0.00000000    16.50000000    23.05728100    22.77250100    22.21745100    21.68401900    21.17441400    20.69031100    20.23290800    19.80298200    19.40092500    19.02680800      1.00000000
     10/01/1997              2             10     2.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000      0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000   118.46260800    88.27740500     0.00000000     1.00000000     3.62663200     0.00000000     0.00000000     0.00000000     0.00111200     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000      0.00000000     0.00000000    10.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000    42.00000000        0.06110700        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000         0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     5.81789800    -0.48172000    13.95439100    11.94755600    16.08159600     9.79445600     2.20281200     0.00000000    -0.19599900    -1.78360000    42.00000000    13.40653800     5.20333300     4.16931600     2.46900700     2.60937300     8.88080100    12.28834100    12.71400000    14.10684400    12.42985400     0.36182100     0.42481700     0.39022800     0.40026200     0.34959200     0.35102800     0.35898600     0.33000000     0.32098000     0.33891800    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000     0.00000000     0.00000000   118.46260800     1.00000000     1.00000000     1.00000000     0.00000000     1.00000000    36.18210200    42.48172000    78.04560900    80.05244400    69.91840400    70.20554400    71.79718800    66.00000000    64.19599900    67.78360000         0.00000000        0.00000000     0.00000000     0.00000000    15.30000000    24.16426700    23.83418500    23.19318400    22.57983400    21.99612200    21.44349300    20.92288800    20.43482000    19.97941400    19.55645900      1.00000000
     11/01/1997              3             11     2.79750000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000      0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000   115.41424600    88.36364700     0.00000000     1.00000000     3.59761900     0.00000000     0.00000000     0.00000000     0.02063200     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000      0.00000000     0.00000000     9.15000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.23809500     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000    69.00000000        0.16492600        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000         0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     7.91553500     0.17489600    13.68795000    12.01486200    16.02372000     9.79145800     2.20420800     0.00000000    -0.13719900    -1.28968000    69.00000000    13.51698400     5.05742200     4.21245400     2.48446000     2.63591900     8.91444600    12.32478500    12.71400000    14.13349900    12.36967700     0.34084500     0.41825100     0.39156000     0.39992600     0.34988100     0.35104300     0.35897900     0.33000000     0.32068600     0.33644800    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000     0.00000000     0.00000000   115.41424600     1.00000000     1.00000000     1.00000000     0.00000000     1.00000000    34.08446500    41.82510400    78.31205000    79.98513800    69.97628000    70.20854200    71.79579200    66.00000000    64.13719900    67.28968000         0.00000000        0.00000000     0.00000000     0.00000000    14.45000000    25.10613400    24.73808700    24.02508400    23.34479500    22.69899200    22.08888800    21.51520200    20.97820700    20.47779500    20.01352300      1.00000000
     12/01/1997              4             12     3.00000000    20.00000000     2.99800000     2.00000000     0.99800000     1.00000000     1.00000000     0.00000000     0.00000000     0.03550000     0.05546000     0.01996000     0.00300000     0.03250000     0.00000000     0.00000000      0.00000000     0.00000000     0.00000000     0.00000000     1.00000000     0.00200000     0.00000000   113.04065700    88.19348900     1.50000000     1.00000000     3.57542500     2.00000000     0.00000000     0.00000000     0.07877700     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.02250000     0.00000000     0.00000000      0.00000000     0.00000000     9.70000000     0.00200000     0.00004000     0.00004000     0.00200000     0.00000000     0.00000000     0.14492800     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000    96.00000000        0.31925200        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000         0.00000000     0.00000000     0.02250000     0.02250000     0.02250000     0.00000000     9.51070800     0.64485900    13.59069100    12.08011600    15.96669000     9.78830700     2.20559700     0.00000000    -0.09603900    -0.93158700    96.00000000    13.41057200     4.93881700     4.21276600     2.48683900     2.65151100     8.93825100    12.35264300    12.71400000    14.15755300    12.33053900     0.32489300     0.41355100     0.39204700     0.39959900     0.35016700     0.35105800     0.35897200     0.33000000     0.32048000     0.33465800    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000     0.50000000     0.04500000   113.04065700     1.00000000     1.00000000     1.00000000     1.00000000     1.00000000    32.48929200    41.35514100    78.40930900    79.91988400    70.03331000    70.21169300    71.79440300    66.00000000    64.09603900    66.93158700         0.02250000        0.00000000     0.00080000     0.00080000    15.00000000    25.75388300    25.35945900    24.59636500    23.86944000    23.18032600    22.53010600    21.91935200    21.34819000    20.81636200    20.32326700      1.00000000
     13/01/1997              5             13     3.14090000    20.14953000     3.02591000     2.01495000     1.01095700     1.01486400     1.00008900     0.00000000     0.00000000     0.04833600     0.06825600     0.01992000     0.00769200     0.04064400     0.00000000     0.00000000      0.00000000     0.00000000     0.00000000     0.00000000     1.23658500     0.00589000     0.00000000   111.06474300    88.06098200     1.30589000     1.00000000     3.55675100     5.89036900     0.00000000     0.02990600     0.18366900     0.01199500     0.01495300     0.00389000     0.00000000     0.00469200     0.00814400     0.00000000     0.00000000      0.00469200     0.00000000     9.25000000     0.00399600     0.00008000     0.00008000     0.00399600     0.00000000     0.00000000     0.10416700     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000   123.00000000        0.44951500        0.04777600        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000         0.00000000     0.00182800     0.01283600     0.01283600     0.03533600     0.00182800    10.83881400     1.07376900    13.51435100    12.14351700    15.91049200     9.78501100     2.20697800     0.00000000    -0.06723000    -0.67227900   123.00000000    13.40430200     4.83220100     4.18054100     2.46184300     2.65808000     8.95354100    12.37282900    12.71400000    14.17820600    12.30543300     0.31159400     0.40926200     0.39242800     0.39928200     0.35044800     0.35107500     0.35896500     0.33000000     0.32033600     0.33336100     0.00182800    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000     0.50155100     0.02559300   111.06474300     1.00000000     1.00000000     1.00000000     1.00000000     1.00000000    31.15935900    40.92623100    78.48564900    79.85648300    70.08950800    70.21498900    71.79302200    66.00000000    64.06723000    66.67227900         0.01275700        0.00007900     0.00235300     0.00235300    14.55000000    26.09246100    25.68400800    24.89411200    24.14206300    23.42950100    22.75748400    22.12654900    21.53677600    20.98784600    20.47909700      1.00000000
     14/01/1997              6             14     3.21940000    20.84107900     3.16219800     2.08411000     1.07809000     1.08339000     1.00071800     0.00000000     0.00000000     0.05689000     0.07677000     0.01988000     0.01238200     0.04450800     0.00000000     0.00000000      0.00000000     0.00000000     0.00000000     0.00000000     1.46219500     0.00946100     0.00000000   109.34954100    87.95291100     1.30871300     1.00000000     3.54036700     9.46121400     0.00000000     0.13831000     0.24666500     0.06118800     0.06915500     0.00357100     0.00000000     0.00469000     0.00386400     0.00000000     0.00000000      0.00469000     0.00000000     7.85000000     0.00601800     0.00012000     0.00012000     0.00601800     0.00000000     0.00000000     0.08130100     0.08130100     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000   150.00000000        0.56568500        0.16583100        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000         0.00000000     0.01144500     0.00855400     0.00855400     0.04389000     0.01144500    11.99932100     1.46535500    13.45582600    12.20523800    15.85510300     9.78157000     2.20835100     0.00000000    -0.04705800    -0.48471100   150.00000000    13.44751500     4.72671200     4.15235200     2.42781800     2.65283300     8.96185200    12.38620600    12.71400000    14.19465300    12.28897400     0.29989900     0.40534000     0.39272100     0.39897400     0.35072400     0.35109200     0.35895800     0.33000000     0.32023500     0.33242400     0.01080500     0.00064000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000     0.51488000     0.01661400   109.34954100     1.00000000     1.00000000     1.00000000     1.00000000     1.00000000    29.98987400    40.53400400    78.54417400    79.79476200    70.14489700    70.21843000    71.79164900    66.00000000    64.04705800    66.48471100         0.00806000        0.00049400     0.00377700     0.00377700    13.15000000    25.51254100    25.12690400    24.37955500    23.66631700    22.98923300    22.34972400    21.74864000    21.18634800    20.66277300    20.17746700      1.00000000
     15/01/1997              7             15     3.29890000    22.04746500     3.40131900     2.20475000     1.19657200     1.20250100     1.00224600     0.00000000     0.00000000     0.06323900     0.08307900     0.01984000     0.01708300     0.04615600     0.00000000     0.00000000      0.00000000     0.00000000     0.00000000     0.00000000     1.65365900     0.01293800     0.00000000   107.81670400    87.85837600     1.32040000     1.00000000     3.52558700    12.93797000     0.00000000     0.24127700     0.35344300     0.10576500     0.12063900     0.00347700     0.00000000     0.00470100     0.00164700     0.00000000     0.00000000      0.00470100     0.00000000     7.95000000     0.00817400     0.00016000     0.00016000     0.00817400     0.00000000     0.00000000     0.06666700     0.06666700     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000   177.00000000        0.67916400        0.33945400        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000         0.00000000     0.02452500     0.00634900     0.00634900     0.05023900     0.02452500    13.05039200     1.82428400    13.41256000    12.26544200    15.80050700     9.77799200     2.20970900     0.00000000    -0.03294400    -0.34918200   177.00000000    13.51175100     4.62745800     4.12689100     2.39696900     2.63412400     8.96544700    12.39488200    12.71400000    14.20807700    12.27876900     0.28932200     0.40168600     0.39293700     0.39867300     0.35099700     0.35111000     0.35895100     0.33000000     0.32016500     0.33174600     0.01744600     0.00707800    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000     0.53809100     0.01179900   107.81670400     1.00000000     1.00000000     1.00000000     1.00000000     1.00000000    28.93216100    40.16863600    78.58744000    79.73455800    70.19949300    70.22200800    71.79029100    66.00000000    64.03294400    66.34918200         0.00545000        0.00089900     0.00516200     0.00516200    13.25000000    25.22509600    24.85129700    24.12578400    23.43218600    22.77283300    22.14938900    21.56292500    21.01399200    20.50267800    20.02867100      1.00000000
     16/01/1997              8             16     3.37140000    23.64574700     3.71858200     2.36457000     1.35400700     1.35974900     1.00482600     0.00000000     0.00000000     0.06865700     0.08845800     0.01980100     0.02209100     0.04656600     0.00000000     0.00000000      0.00000000     0.00000000     0.00000000     0.00000000     1.84756100     0.01697200     0.00000000   131.37985200    87.77053800     1.30157900     1.00000000     3.71716400    16.97238800     0.00000000     0.31965600     1.22130900     0.14969300     0.15982800     0.00403400     0.00000000     0.00500800     0.00041100     0.00000000     0.00000000      0.00500800     0.00000000     7.25000000     0.01056700     0.00019900     0.00019900     0.01056700     0.00000000     0.00000000     0.05649700     0.05649700     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000   204.00000000        0.79111100        0.55304200        0.00228000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000         0.00000000     0.02785500     0.00541800     0.00541800     0.05565700     0.02785500     1.83860400    -1.71950500     4.59483300    12.22152700    15.74589500     9.77426900     2.21106000     0.00000000    -0.02306400    -0.25134300   204.00000000    10.56240700     6.25914100     5.38513100     2.37467600     2.61670900     8.96513200    12.40024600    12.71400000    14.21964800    12.27344700     0.40142400     0.43710700     0.43702600     0.39889200     0.35127100     0.35112900     0.35894500     0.33000000     0.32011500     0.33125700     0.01904200     0.00881300    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000     0.53081300     0.01020800   131.37985200     1.00000000     1.00000000     1.00000000     1.00000000     1.00000000    40.14235300    43.71069300    87.40516700    79.77847300    70.25410500    70.22573100    71.78894000    66.00000000    64.02306400    66.25134300         0.00478900        0.00062900     0.00676600     0.00676600    12.55000000    24.99144900    24.67052500    24.04417400    23.44046000    22.86134000    22.30832100    21.78251600    21.28467000    20.81520700    20.37425800      1.00000000
     17/01/1997              9             17     3.49111900    25.90860300     4.16844500     2.59086000     1.57758500     1.58149300     1.00936700     0.00000000     0.00000000     0.07400400     0.09376500     0.01976100     0.02743800     0.04656600     0.00000000     0.00000000      0.00000000     0.00000000     0.00000000     0.00000000     2.02439000     0.02112700     0.00000000   126.97544900    87.70135500     1.29872100     1.00000000     3.67094200    21.12666500     0.00000000     0.45257100     1.53926800     0.18268100     0.22628600     0.00415400     0.00000000     0.00534700     0.00000000     0.00000000     0.00000000      0.00534700     0.00000000    11.97193000     0.01327500     0.00023900     0.00023900     0.01327500     0.00000000     0.00000000     0.04902000     0.04902000     0.09803900     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000   231.00000000        0.90209500        0.70269200        0.05157800        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000         0.00000000     0.05027700     0.00534700     0.00534700     0.06100400     0.05027700     5.70597100    -0.76915000     4.18879700    12.17155500    15.69122300     9.77040900     2.21240200     0.00000000    -0.01614400    -0.18078600   231.00000000    10.68895100     6.06123900     5.42686300     2.35365600     2.59985200     8.95309400    12.40297400    12.71400000    14.22951700    12.27121400     0.36269300     0.42743600     0.43905600     0.39914200     0.35154400     0.35114800     0.35893800     0.33000000     0.32008100     0.33090400     0.02477000     0.02550300     0.00000400    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000     0.55700400     0.00959900   126.97544900     1.00000000     1.00000000     1.00000000     1.00000000     1.00000000    36.26926000    42.74364500    87.81120300    79.82844500    70.30877700    70.22959100    71.78759800    66.00000000    64.01614400    66.18078600         0.00425200        0.00109400     0.00841500     0.00841500    17.35000000    25.66284000    25.31565700    24.63913200    23.98834000    23.36518300    22.77109900    22.20711300    21.67388000    21.17171100    20.70062300      1.00000000
     18/01/1997             10             18     3.59361900    27.15924500     4.41541900     2.71592000     1.69949400     1.70355600     1.01236900     0.00000000     0.00000000     0.08242600     0.10214800     0.01972200     0.03586000     0.04656600     0.00000000     0.00000000      0.00000000     0.00000000     0.00000000     0.00000000     2.31638900     0.02946300     0.00000000   124.38388800    87.62573200     1.21709700     1.00000000     3.64418900    29.46348500     0.00000000     0.25012800     1.70923200     0.10098100     0.12506400     0.00833700     0.00000000     0.00842200     0.00000000     0.00000000     0.00000000      0.00842200     0.00000000    10.25000000     0.01643000     0.00027800     0.00027800     0.01643000     0.00000000     0.00000000     0.04329000     0.04329000     0.08658000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000   258.00000000        1.00000000        0.83965700        0.13785500        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000        0.00000000         0.00000000     0.00403600     0.00842200     0.00842200     0.06942600     0.00403600     7.85067000    -0.10866900     4.07438700    12.12029300    15.63647500     9.76640300     2.21373700     0.00000000    -0.01129900    -0.12993600   258.00000000    10.80884700     5.90453400     5.42537800     2.33495700     2.58447800     8.94203400    12.40354600    12.71400000    14.23745200    12.27051200     0.34147600     0.42106400     0.43962800     0.39939900     0.35181800     0.35116800     0.35893100     0.33000000     0.32005600     0.33065000     0.00172200     0.00226600     0.00004800    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000     0.50259500     0.01675800   124.38388800     1.00000000     1.00000000     1.00000000     1.00000000     1.00000000    34.14761000    42.10640300    87.92556800    79.87970700    70.36352500    70.23359700    71.78626300    66.00000000    64.01129900    66.12993600         0.00833500        0.00008700     0.01171600     0.01171600    15.55000000    25.55580300    25.21191600    24.54123700    23.89546000    23.27665900    22.68642200    22.12589600    21.59583900    21.09664300    20.62840100      1.00000000
